word,sentence,word_mean
worship,"With my body, I thee worship.",to have or show a strong feeling of respect and admiration for God or a god
abroad,I hope you'll enjoy living abroad.,in or to a foreign country or countries
planted,My trusted bodyguard planted a bomb in my car.,past simple and past participle of plant
copies,Send two copies to Finance.,to intentionally make or do something that is the same as an original piece of work
discovery,What's so great about discovery?,"the process of finding information , a place , or an object , especially for the first time , or the thing that is found"
method,"Now, look, maybe your method of massage differs from mine.",a particular way of doing something
sum,Also missing was a large sum of money and several documents.,an amount of money
plug,"Parker, will you plug it in?","a small plastic or rubber object with two or three metal pins , attached to the end of a wire on a piece of electrical equipment and pushed into a special opening in a wall to connect the equipment to a supply of electricity"
auto,I got here Auto Repair and Soap Carving.,a car
bacon,"Yeah, but bacon tastes good.","meat from the back or sides of a pig , often eaten fried in thin slices"
pacific,You know what the Mexicans say about the Pacific?,peaceful or helping to cause peace
insisted,Our military people have insisted on this.,past simple and past participle of insist
stare,Why do you stare at me?,"to look for a long time with the eyes wide open , especially when surprised , frightened , or thinking"
ll,"Midnight Blue ll know I can do it, If only just once",short form of will
eastern,The revolt in the desert played a decisive part in the Middle Eastern campaign.,in or from the east part of an area
telegram,You got a telegram from headquarters today.,( especially in the past) a piece of paper with a message sent by telegraph
parole,The parole board got me into this halfway house called The Brewer and a job bagging groceries at the Food-Way.,"permission for a prisoner to be released before their period in prison is finished , with the agreement that they will behave well"
cabinet,Look in that cabinet right there.,"a small group of the most important people in government , who advise the president or prime minister and make important decisions"
comedy,"Majesty, it is only a comedy.","a ( type of) film , play , or book that is intentionally funny either in its characters or its action"
straighten,I hope we can straighten everything out.,to become straight or to make something become straight
hatred,Only your hatred can destroy me.,an extremely strong feeling of dislike
