word,sentence,word_mean
cognac,Cognac.,"high quality brandy (= strong alcoholic drink ) made in western France, or a glass of this:"
loudly,Loudly.,making a lot of noise :
olympics,This will be like a kid out of the Olympics...,a set of international sports competitions that happen once every four years :
tony's,This is Tony's place!,
rohit,Rohit!,
gideon,Gideon.,
inc,"Closed-Captioned By J.R. Media Services, Inc.",abbreviation for incorporated : used in the names of US companies that are legally established :
apiece,Two shots in the head apiece.,each:
notch,Take it down a notch.,a V-shaped cut in a hard surface :
perkins,Perkins.,
curb,Mount the curb!,to control or limit something that is not wanted :
rufus,Rufus.,
baking,Baking soda.,"the activity of making things such as cakes , bread , and biscuits by cooking them inside an oven :"
thigh,Thigh.,the part of a person's leg above the knee
penetrate,"In these lessons, I will attempt to penetrate your mind.",to move into or through something:
toilets,Where are the toilets?,a room or small building in a public place in which there are several toilets:
airlines,American Airlines.,a business that operates regular services for carrying passengers and/or goods by aircraft :
operative,Means an operative.,"a worker , especially one who is skilled in working with their hands :"
bien,Bien.,
microwave,Microwave.,an electric oven that uses waves of energy to cook or heat food quickly :
stefan,Stefan!,
australian,Australian.,belonging to or relating to Australia :
module,Elevate zero module.,"one of a set of separate parts that, when combined , form a complete whole :"
poking,There's a lawyer poking around.,present participle of poke
isnt,Isnt it?,
propaganda,Propaganda.,"information , ideas , opinions , or images , often only giving one part of an argument , that are broadcast , published , or in some other way spread with the intention of influencing people's opinions :"
leland,Leland.,
mutt,Mutt!,a person who behaves in a silly or careless way:
idiotic,It's idiotic.,stupid
peter's,Peter's home.,
youll,Youll see.,
barton,Barton.,
practiced,I practiced.,very good at doing something because you have a lot of experience at doing it:
deciding,We're deciding which placement applications to support.,"A deciding event or action is more important than the rest because the final result , decision , or choice is changed by it:"
chump,Chump.,a silly or stupid person :
carmichael,Mrs. Carmichael!,
kentucky,Kentucky.,"a state in the southeastern US, whose capital city is Frankfort:"
crocodile,Crocodile!,"a large reptile with a hard skin that lives in and near rivers and lakes in hot , wet parts of the world . It is like an alligator , but it usually has a longer and narrower nose :"
madeleine,Madeleine!,"a small French cake made from butter , sugar , and eggs that is baked in a mould (= a hollow container whose contents form the shape of the container ) shaped like a shell :"
arabs,The Arabs?,a person from Western Asia or North Africa who speaks Arabic as a first language
abu,Abu!,"the capital city of the United Arab Emirates, on the northern coast of the country :"
berry,Chuck Berry.,"a small , round fruit on particular plants and trees"
mai,Mai!,
wales,Josey Wales.,a country that is part of the United Kingdom
probable,Probable cause.,likely to be true or likely to happen :
neal,Neal.,
legends,The legends are true.,"a very old story or set of stories from ancient times , or the stories , not always true , that people tell about a famous event or person :"
consumed,And there it consumed him.,past simple and past participle of consume
recite,"Recite, then, as much of the Koran as may be easy to you.","to say a piece of writing aloud from memory , or to publicly say a list of things:"
moms,Moms and dads.,a mother :
sweeping,You can start by sweeping the floor.,affecting many things or people ; large :
admitting,Wheelchair to Admitting.,present participle of admit
porsche,Porsche.,
yoon,Yoon-hee!,
reel,Reel him in.,"a round, wheel-shaped object on which sewing thread , fishing wire , film , etc. can be rolled , or the amount of thread , etc. stored on one of these"
thanking,You should be thanking me.,present participle of thank
melinda,Melinda.,
hmph,Hmph.,
governor's,You're the governor's daughter!,
consulate,The consulate.,the office where a consul works :
angus,Angus!,an area of northeastern Scotland that was a county until 1975 and is now a council area (= an area with its own local government ) :
dangers,He is the lord of all horses and has been my friend through many dangers.,the possibility of harm or death to someone:
limbs,Guy named Otto Octavius winds up with eight limbs.,an arm or leg of a person or animal :
athlete,I'm an athlete.,"a person who is very good at sports or physical exercise , especially one who competes in organized events :"
rene,Rene!,
herbs,Herbs?,a type of plant whose leaves are used in cooking to give flavour to particular dishes or in making medicine :
meadow,Like wind in the meadow.,a field with grass and often wild flowers in it:
kilo,Kilo,a kilogram :
secondly,Secondly...,used when stating the second of two or more reasons or pieces of information :
whitney,Whitney.,
umm,Umm.,
goon,Goon.,a violent criminal who is paid to hurt or threaten people
flick,Flick.,to move or hit something with a short sudden movement :
scratching,Stop scratching.,the act of rubbing your skin with your nails :
reminder,A reminder.,a written or spoken message that reminds someone to do something:
